PROGRAM NUMBER,PROGRAM NAME,STREET ADDRESS,CITY,STATE,ZIP CODE,COUNTY,PHONE,EMAIL,PROGRAM TYPE,SUTQ RATING,LICENSE/CERTIFICATION/REGISTRATION BEGIN DATE,LICENSE/CERTIFICATION/REGISTRATION END DATE,ADMINISTRATOR 1 NAME,ADMINISTRATOR 2 NAME,ADMINISTRATOR 3 NAME,PFCC AGREEMENT
407956,FAYETTE COUNTY EARLY LEARNING CENTER-JEFFERSONVILLE,41 COLONIAL DRIVE,JEFFERSONVILLE,OH,43128,FAYETTE,740-426-0051,tivers@cacfayettecounty.org,Licensed Child Care Center,3,2003-10-06,,REBECCA RUSSELL,TARA IVERS,,N
410770,FAYETTE COUNTY EARLY LEARNING CENTER-WASH.CT HOUSE,1400 US RT 22 NW,WASH C.H.,OH,43160,FAYETTE,740-335-7282,ajoseph@cacfayettecounty.org,Licensed Child Care Center,3,2008-09-02,,AMY JOSEPH,TARA IVERS,,Y
410532,FAYETTE COUNTY FAMILY YMCA,100 CIVIC DR,WASHINGTON CH,OH,43160,FAYETTE,740-335-0477,kwarner@faycoymca.org,Licensed Child Care Center,3,2008-06-02,,Kristy Warner,,,Y
1180017198,FAYETTE ELEMENTARY SCHOOL,400 E GAMBLE RD,FAYETTE,OH,43521,FULTON,,test@oclqs.org,Licensed School-Based Preschool,3,2018-06-13,,,,,N
1000018142,FAYETTE PROGRESSIVE SCHOOL,1351 LEESBURG AVE STE 200,WASHINGTON COURT HOU,OH,43160,FAYETTE,,lmoore@fayettedd.com,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000018924,FAYETTEVILLE-PERRY SCHOOL,601 S APPLE ST,FAYETTEVILLE,OH,45118,BROWN,937-378-6118,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2180017868,FBC CHILD CARE CENTER LLC,3001 BRICE ROAD (P.O.BOX 314),COLUMBUS,OH,43109,FRANKLIN,614-626-3890,fbcchildcarecenterllc@gmail.com,Licensed Child Care Center,1,2018-07-19,,Edward Kwakye,,,Y
903874711,"FEARS, JACKIE",3836 TOLEDO AVE.,LORAIN,OH,44055,LORAIN,440-339-4574,jackielynnatkinson@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2250033122,FEASTER BROWN STAR QUALITY CHILD CARE TWO,3749 EAST 142ND,CLEVELAND,OH,44120,CUYAHOGA,216-785-9714,feasterbrown2@gmail.com,Licensed Child Care Center,0,2026-01-22,2027-01-21,Tara Coleman,,,Y
2230028022,FEASTER-BROWN STAR QUALITY CHILD CARE CENTER,7310 FLEET AVE.,CLEVELAND,OH,44105,CUYAHOGA,216-785-9953,feasterbrown@gmail.com,Licensed Child Care Center,3,2023-07-16,,Shatana montgomery,,,Y
2180019224,FEDERAL HOCKING LOCAL SCHOOL DISTRICT KIDS ON CAMPUS,8461 OH-144,STEWART,OH,45778,ATHENS,740-662-6691,kidsoncampus@ohio.edu,Licensed Child Care Center,0,2019-04-16,,Edward Lightner,Crystal El Geziri,,N
2230028122,FEE-FEE'S READING FOR SUCCESS,3332 GODDARD,TOLEDO,OH,43606,LUCAS,419-351-8671,williams.feama@gmail.com,Licensed Type B Family Child Care Home,0,2023-11-16,,,,,Y
953407222,"FELICIANO, MYRNA L",3318 RIVERSIDE AVENUE,CLEVELAND,OH,44109,CUYAHOGA,216-799-5832,myrnaq1@att.net,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
1000019007,FELICITY-FRANKLIN SCHOOL,105 MARKET ST,FELICITY,OH,45120,CLERMONT,,,Licensed School-Based Preschool,3,2011-09-24,,,,,N
940820284,"FELTNER, MICHELE",3166 SYLVIA CT.,WILLARD,OH,44890,HURON,567-224-0154,shell5670@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
2240031055,FIG'S CHILDCARE,1427 KELLY ST NW,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,330-232-3750,nicolecurrence@yahoo.com,Licensed Type B Family Child Care Home,0,2024-12-17,,,,,Y
1000020211,FINDLAY CITY SCHOOLS PRESCHOOL,600 JACOBS AVE,FINDLAY,OH,45840,HANCOCK,419-425-8237,test@oclqs.org,Licensed School-Based Preschool,3,2013-08-14,,,,,N
2230028401,FINDLAY YMCA AFTER BEFORE SCHOOL SERVICES AT CHAMBERLIN HILL SCHOOL,600 WEST YATES AVE,FINDLAY,OH,45840,HANCOCK,419-422-4424,ngosche@findlayymca.com,Licensed Child Care Center,3,2023-08-14,,Stephanie Rohde,Eryn Albert,,Y
2230028407,FINDLAY YMCA AFTER BEFORE SCHOOL SERVICES AT WILSON VANCE SCHOOL,610 BRISTOL DR,FINDLAY,OH,45840,HANCOCK,419-422-4424,ngosche@findlayymca.com,Licensed Child Care Center,3,2023-08-14,,Stephanie Rohde,,,Y
502555,FINDLAY YMCA EARLY LEARNING CENTER,300 A EAST LINCOLN ST,FINDLAY,OH,45840,HANCOCK,419-422-3174,hmoore@findlayymca.com,Licensed Child Care Center,2,1998-08-25,,Heather Moore,,,Y
1210024656,FINDLEY COMMUNITY LEARNING CENTER,65 W TALLMADGE AVE,AKRON,OH,44310,SUMMIT,,test@oclqs.org,Licensed School-Age Child Care,0,2023-10-16,,,,,N
1230028489,FINLAND ELEMENTARY SCHOOL,1835 FINLAND AVE,COLUMBUS,OH,43223,FRANKLIN,,,Licensed School-Based Preschool,0,2023-08-28,,,,,N
2240029829,FIREFLIES ACADEMY,5453 HEBBARDSVILLE RD,ATHENS,OH,45701,ATHENS,740-233-2755,ms.amanda@firefliesacademy.com,Licensed Child Care Center,0,2024-05-31,,Amanda Calvert,Bri Booth,,N
302198,FIRELANDS COMMUNITY DAY SCHOOL,11970 VERMILION RD,OBERLIN,OH,44074,LORAIN,440-965-7677,fcds@centurytel.net,Licensed Child Care Center,0,1982-12-23,,Susan Morgan,,,Y
504043,FIRELANDS DAYCARE,3809 MAPLE AVE,CASTALIA,OH,44824,ERIE,419-684-5311,deby@cfbroadcast.net,Licensed Child Care Center,0,2008-06-03,,Debara Yost,CARRIE BROWNING,,N
1000019261,FIRELANDS MONTESSORI ACADEMY,329 OHIO ST,HURON,OH,44839,ERIE,,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
105577,FIRESTONE PARK YMCA / BETTY JANE CLC,444 DARROW ROAD,AKRON,OH,44305,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2001-11-04,,Keisha Mitchell,,,Y
100231,FIRESTONE PARK YMCA / HATTON CLC,1933 BAKER AVE,AKRON,OH,44312,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2011-09-02,,Carlie Thompson,,,Y
100277,FIRESTONE PARK YMCA / KING CLC,805 MEMORIAL PARKWAY,AKRON,OH,44313,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2011-09-02,,Kyler Davis,,,Y
107186,FIRESTONE PARK YMCA / RITZMAN CLC,629 CANTON RD,AKRON,OH,44312,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2010-05-12,,Krystal Bell,,,Y
100088,FIRESTONE PARK YMCA / WINDEMERE CLC,2283 WINDEMERE AVE,AKRON,OH,44312,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2011-09-02,,Haley Dalton,,,Y
102939,FIRESTONE PARK YMCA SCHOOL AGE & PRESCHOOL PROGRAM,350 E WILBETH RD,AKRON,OH,44301,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,1991-11-04,,Christina Ennis,,,Y
106755,FIRESTONE PARK YMCA VORIS ELEMENTARY,1885 GLENMOUNT AVE,AKRON,OH,44301,SUMMIT,330-724-1255,christinae@akronymca.org,Licensed Child Care Center,3,2007-08-31,,Malik Shaver,,,Y
101000,FIRST ASSEMBLY PRESCHOOL,1175 W MARKET ST,AKRON,OH,44313,SUMMIT,330-836-1436,laurijarvis.afaps@gmail.com,Licensed Child Care Center,0,1981-08-24,,LAURI JARVIS,,,N
1180018030,FIRST BAPTIST CHRISTIAN,11400 LAGRANGE RD,ELYRIA,OH,44035,LORAIN,,test@oclqs.org,Licensed School-Based Preschool,0,2018-08-21,,,,,N
301045,FIRST BAPTIST CHURCH CHILD CARE CENTER AND NURSERY,3630 FAIRMOUNT BOULEVARD,SHAKER HEIGHTS,OH,44118,CUYAHOGA,216-371-9394,fbcchildrenscenter@gmail.com,Licensed Child Care Center,3,1975-05-01,,Monica Steiner,JANE PERNICONE,,Y
201789,FIRST BAPTIST CHURCH DAY CARE,4500 RIVERVIEW AVE,MIDDLETOWN,OH,45042,BUTLER,513-423-5511,daycare@fbcmiddletown.org,Licensed Child Care Center,0,1985-08-09,,CYNTHIA SPARKS,,,N
402581,FIRST BAPTIST DAY CARE,451 N CABLE RD,LIMA,OH,45805,ALLEN,419-224-4189,firstbaptistdc@aol.com,Licensed Child Care Center,3,1986-09-05,,Kassaundra Bergdall,,,Y
101649,FIRST BAPTIST NURSERY SCHOOL AND CHILD CARE CENTER,1659 W STATE ST,ALLIANCE,OH,44601,STARK,330-823-3118,directorfbcc@gmail.com,Licensed Child Care Center,3,1984-04-06,,Emily Baker,,,Y
2210024114,FIRST CHOICE CHILDCARE,7427 WERNER AVE,CINCINNATI,OH,45231,HAMILTON,513-824-1946,firstchoicellc0802@gmail.com,Licensed Type B Family Child Care Home,1,2021-08-02,,,,,Y
106581,FIRST CHRISTIAN PRESCHOOL,6900 MARKET AVE,CANTON,OH,44721,STARK,330-456-2600,sgeitgey@firstchristian.com,Licensed Child Care Center,0,2007-01-02,,SHANAN GEITGEY,,,N
501217,FIRST CHURCH CHILD CARE AND PRESCHOOL,901 NORTHWEST ST,BELLEVUE,OH,44811,SANDUSKY,419-483-4885,fumdc@hotmail.com,Licensed Child Care Center,1,1987-08-14,,JOYCE TUCKER,,,Y
400162,FIRST COMMUNITY CHURCH PRESCHOOL,1320 CAMBRIDGE BOULEVARD,COLUMBUS,OH,43212,FRANKLIN,614-488-0681,apierce@fcchurch.com,Licensed Child Care Center,0,1970-11-01,,ALAYNA PIERCE,,,N
101013,FIRST CONGREGATIONAL CHURCH CHILDREN'S CENTER,47 AURORA ST,HUDSON,OH,44236,SUMMIT,330-342-3977,lyeakley@hudsonucc.org,Licensed Child Care Center,0,1981-10-21,,Elizabeth Yeakley,,,N
100389,FIRST ENGLISH LUTHERAN EARLY LEARNING CENTER,53 PARK AVE W,MANSFIELD,OH,44902,RICHLAND,419-522-7500,cds@felc-mansfield.org,Licensed Child Care Center,3,1973-05-31,,ANGELA MURPHY,,,Y
101654,FIRST FEDERATED CHURCH - SUNSHINE PRESCHOOL,10786 MAHONING AVE,NORTH JACKSON,OH,44451,MAHONING,330-538-3307,sunshine@firstfederatedchurch.net,Licensed Child Care Center,3,1984-09-14,,Jaelene Burkett,,,Y
406748,FIRST FRIENDS,6275 KENNEY MEMORIAL LANE,ALBANY,OH,45710,ATHENS,740-698-4386,firstfriends@ccwonline.com,Licensed Child Care Center,0,2000-10-13,,SHELLY DANIELS,,,N
2230028699,FIRST FRIENDS DAYCARE,1418 MOLER ROAD,COLUMBUS,OH,43207,FRANKLIN,380-234-6476,firstfriends614@gmail.com,Licensed Child Care Center,1,2023-10-02,,Kimberly Miller,,,Y
2240031081,FIRST GLANCE ENRICHMENT CENTER,1670 DELIA AVE,AKRON,OH,44320,SUMMIT,234-466-0185,firstglancefamily@gmail.com,Licensed Type B Family Child Care Home,0,2025-04-09,2026-04-08,,,,Y
406127,FIRST IMPRESSIONS EARLY LEARNING CENTER,2642 U S ROUTE 33 NW,LANCASTER,OH,43130,FAIRFIELD,740-681-7040,fielc17@yahoo.com,Licensed Child Care Center,1,1998-05-02,,Brandy White,,,Y
408975,FIRST KIDS CHRISTIAN COOP PRESCHOOL,110 W FRANKLIN STREET,TROY,OH,45373,MIAMI,937-822-3577,ahostetler@troyfumc.org,Licensed Child Care Center,0,2005-08-26,,Chelsi Schulz,April Hostetler,,N
2200021910,FIRST LIGHT CHILD CARE CENTER,3533 MONROE STREET,TOLEDO,OH,43606,LUCAS,419-214-0775,firstlightccc@gmail.com,Licensed Child Care Center,3,2020-06-30,,VANICE WILLIAMS,,,Y
406126,FIRST LUTHERAN ABC LEARNING CENTER,33 BROADWAY AVENUE,SHELBY,OH,44875,RICHLAND,419-347-9246,abclearningcentershelby@gmail.com,Licensed Child Care Center,3,2000-06-21,,Heather Murray,,,Y
502476,FIRST LUTHERAN PRESCHOOL EXTENDED CARE,300 MELMORE ST,TIFFIN,OH,44883,SENECA,419-447-1145,daycarejane78@gmail.com,Licensed Child Care Center,0,1997-10-01,,JANE FREDERICK,,,Y
100170,FIRST PRESBYTERIAN CHURCH WEEKDAY NURSERY SCHOOL,140 W MAIN ST,CANFIELD,OH,44406,MAHONING,330-533-2879,cpcweekdaypreschool@gmail.com,Licensed Child Care Center,0,1970-11-17,,Toni Rusu,,,N
201088,FIRST PRESBYTERIAN PRESCHOOL,457 JEFFERSON ST,GREENFIELD,OH,45123,HIGHLAND,937-329-0256,barbcook0507@gmail.com,Licensed Child Care Center,0,1980-09-26,,Barbara Cook,,,Y
100883,FIRST PRESBYTERIAN PRESCHOOL,436 E SECOND ST,SALEM,OH,44460,COLUMBIANA,330-332-8620,preschool@fpcsalem.org,Licensed Child Care Center,1,1980-12-12,,Ashley Davidson,,,Y
201496,FIRST SCHOOL,7659 MCEWEN ROAD,CENTERVILLE,OH,45459,MONTGOMERY,937-433-3455,shayna@firstschooldayton.com,Licensed Child Care Center,0,1983-08-12,,SHAYNA SCHROEDER,,,N
500609,FIRST ST JOHN DAYSCHOOL,2471 SEAMAN RD,TOLEDO,OH,43605,LUCAS,419-691-6480,fsjdayschool@firststjohn.com,Licensed Child Care Center,0,1976-09-15,,Andrea Buckley,,,Y
2200022337,FIRST STEP LEARNING ACADEMY,9328 DAYON LEBANON PIKE,CENTERVILLE,OH,45458,MONTGOMERY,937-259-8048,firstsla3@gmail.com,Licensed Child Care Center,1,2020-09-21,,Regina Moore,,,Y
1000020241,FIRST STEP PRESCHOOL,7700 MALIBU DR,PARMA,OH,44130,CUYAHOGA,440-885-8645,test@oclqs.org,Licensed School-Based Preschool,3,2013-08-19,,,,,N
2170015663,FIRST STEPS ACHIEVEMENT CENTER,8375 LUCERNE DRIVE,REYNOLDSBURG,OH,43068,FRANKLIN,614-623-7200,firststepsachievementcenter@gmail.com,Licensed Type B Family Child Care Home,3,2017-11-07,,,,,Y
2250032222,FIRST STEPS EARLY LEARNING CENTER,8553 HERRICK DRIVE,CHESTERLAND,OH,44026,GEAUGA,440-688-4007,ashley@firststepschesterland.com,Licensed Child Care Center,0,2025-07-20,2026-07-19,Ashley Petersen,,,Y
501072,FIRST STEPS EARLY LEARNING CENTER,5855 W SYLVANIA AVE,TOLEDO,OH,43623,LUCAS,419-517-9832,info@firststepstoledo.com,Licensed Child Care Center,0,1984-09-17,,Sally Smith,Lyndsey Gorzelski,Jami Engel,Y
2200022496,FIRST STEPS PRESCHOOL,6114 FISHBURG ROAD,HUBER HEIGHTS,OH,45424,MONTGOMERY,937-965-7929,info@firststepsfcchh.org,Licensed Child Care Center,0,2020-08-27,,Keith Colbert,,,N
2250032211,FIRST STEPS TO SUCCESS LEARNING CENTER LLC,215 E 14TH STREET,CINCINATI,OH,45202,HAMILTON,513-279-8778,admin@firststepstosuccesslearningcenter.org,Licensed Child Care Center,0,2025-07-16,2026-07-15,Quinea Darden,,,Y
401241,FIRST UNITED METHODIST CHURCH CHILDCARE CENTER,110 S LONDON ST,MT STERLING,OH,43143,MADISON,740-869-3571,daycare@sterlingfumc.com,Licensed Child Care Center,0,1980-05-07,,Nadia McCarrell,,,Y
100580,FIRST UNITED METHODIST DAY CARE AND PRESCHOOL,89 S BROADWAY,GENEVA,OH,44041,ASHTABULA,440-466-5410,gumdaycarepreschool@yahoo.com,Licensed Child Care Center,3,1975-09-23,,Amy Warren,,,Y
500334,FIRST UNITED METHODIST DAY CARE CENTER,1526 E WOOSTER ST,BOWLING GREEN,OH,43402,WOOD,419-352-3612,office@fumclc.com,Licensed Child Care Center,2,1973-09-25,,Jennifer Ballez,,,Y
500518,FIRST UNITED METHODIST PRESCHOOL,200 W SECOND ST,PERRYSBURG,OH,43551,WOOD,419-874-9318,preschool@perrysburgfirst.church,Licensed Child Care Center,0,1974-04-07,,Monica Cook,,,N
503027,FIRST UNITED METHODIST PRESCHOOL,113 W CENTRAL AVENUE,VAN WERT,OH,45891,VAN WERT,419-238-0631,magler@wcoil.com,Licensed Child Care Center,0,2002-08-11,,Marilyn Agler,,,N
2210024467,FL&L CHILDCARE,9025 SPRING DRIVE,WINDHAM,OH,44288,PORTAGE,330-968-5756,mlfaith9@gmail.com,Licensed Type B Family Child Care Home,1,2021-06-29,,,,,Y
2220027114,FLAGG'S CHILD CARE,10631 MILL RD,CINCINNATI,OH,45240,HAMILTON,513-501-9634,flaggchildcare@gmail.com,Licensed Type B Family Child Care Home,0,2023-01-25,,,,,Y
407043,FLETCHER COMMUNITY CHURCH PRESCHOOL,205 S WALNUT STREET,FLETCHER,OH,45326,MIAMI,937-368-2470,preschool@fletcherchurch.org,Licensed Child Care Center,0,2001-08-31,,Pamela Rice,,,N
994947791,"FLETCHER, EMMA",3815 E. 142ND STR,CLEVELAND,OH,44128,CUYAHOGA,216-561-1127,emmafletcher415@gmail.com,Licensed Type B Family Child Care Home,1,2014-10-23,,EMMA FLETCHER,,,Y
500033,FLORA'S LIL FLOWERS,2245 N. GLENWOOD AVE,LIMA,OH,45805,ALLEN,419-234-0615,mwhite13@woh.rr.com,Licensed Type A Family Child Care Home,0,2010-12-22,,FLORA WHITE,,,Y
2250032292,FLOURISH EARLY LEARNING CENTER,400 MILL AVE SE,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,330-416-7170,flourishplay@newsymom.com,Licensed Child Care Center,0,2025-08-25,2026-08-24,Michaela Thomas,Jayde Hinton,,Y
961133688,"FLUELLEN, CARNELL",1523 FRANKLIN AVE,CINCINNATI,OH,45237,HAMILTON,513-348-8690,cfluellen16@gmail.com,Licensed Type B Family Child Care Home,1,2015-04-15,,,,,Y
106067,FLUSHING HEAD START,327 MORRISTOWN ROAD,FLUSHING,OH,43977,BELMONT,740-695-0293,kwehr@cacbelmont.org,Licensed Child Care Center,3,2003-05-14,,KIM WEHR,,,N
1180017265,FLYING COLORS NORTH,367 CHURCH ST,UTICA,OH,43080,LICKING,,test@oclqs.org,Licensed School-Based Preschool,3,2018-08-15,,,,,N
1000018670,FLYING COLORS PRESCHOOL,119 UNION ST,NEWARK,OH,43055,LICKING,740-349-1629,dpegher@laca.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2240031225,FOCUS CHILD CARE LLC,2222 HILLIARD ROME RD,HILLIARD,OH,43026,FRANKLIN,614-541-9025,focuschildcare1@gmail.com,Licensed Child Care Center,1,2025-01-23,,Mysa Khasawneh,,,Y
956739969,"FOMBY, LAKISHA L",826 EAST 150TH STEET,CLEVELAND,OH,44110,CUYAHOGA,216-396-5771,lainc41@yahoo.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
959089145,"FOMEKONG, LYSETTE",1429 KELVIN CT,CINCINNATI,OH,45240,HAMILTON,513-429-4088,lysettefomekong@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2190020731,FOOTPRINTS ON YOUR HEART,172 N OSBORN AVE,YOUNGSTOWN,OH,44509,MAHONING,234-232-7183,sistamarytoya@yahoo.com,Licensed Type B Family Child Care Home,0,2020-01-08,,,,,Y
107214,"FOR A CHILD, LLC",1300 S. MAIN ST STE 1000,NORTH CANTON,OH,44720,STARK,330-966-7010,forachildllc@yahoo.com,Licensed Child Care Center,0,2009-12-21,,KATIE THOMAS,,,Y
105736,"FOR KIDS' SAKE, INC.",1245 BOARDMAN-CANFIELD RD,BOARDMAN,OH,44512,MAHONING,330-726-6878,fks1245@sbcglobal.net,Licensed Child Care Center,0,2002-10-14,,CINDY ALLEGRETTO,,,Y
926244159,"FORD, BEULAH",1095 WINTON AVENUE,AKRON,OH,44320,SUMMIT,330-864-3146,bwinton10@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,N
986495904,"FORD, CRYSTAL",618 S. DETROIT,TOLEDO,OH,43609,LUCAS,419-346-0334,cryford42@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
404811,FOREST CHRISTIAN PRESCHOOL,111 E DIXON ST,FOREST,OH,45843,HARDIN,419-835-4499,forestchristianpreschool@frontier.com,Licensed Child Care Center,0,1994-10-05,,Amanda Kotterman,,,N
401463,FOREST PARK CHRISTIAN EARLY LEARNING CENTER,5600 KARL RD,COLUMBUS,OH,43229,FRANKLIN,614-888-5282,info@forestparkcs.org,Licensed Child Care Center,0,1983-01-20,,Deborah Reichert,Ariel Ball,,Y
1220026513,FOREST PARK ELEMENTARY SCHOOL,5535 SANDALWOOD BLVD,COLUMBUS,OH,43229,FRANKLIN,,test@oclqs.org,Licensed School-Based Preschool,3,2022-09-07,,,,,Y
1000017989,FOREST ROSE SCHOOL,1592 GRANVILLE PIKE,LANCASTER,OH,43130,FAIRFIELD,740-687-7225,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018936,FORESTLAWN EARLY LEARNING CENTER,3975 FORESTLAWN AVE,SHEFFIELD LAKE,OH,44054,LORAIN,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
503479,FOREVER FRIENDS LEARNING CENTER,1540 HOLLOWAY RD,HOLLAND,OH,43528,LUCAS,419-865-8342,fflc2005@yahoo.com,Licensed Child Care Center,3,2005-02-02,,KRISTEN SNYDER,Nancy Lutz,,Y
2220025677,FOREVER KIDS LEARNING KORNER,1010 SOUTH HAWKINS AVE,AKRON,OH,44320,SUMMIT,330-687-3479,tiffanybkatwin@yahoo.com,Licensed Child Care Center,0,2022-06-27,,tiffany wright,,,Y
2190020499,FOREVER ROSE,1625 DODGE DRIVE NW,WARREN,OH,44485,TRUMBULL,330-780-0726,brownmarie833@gmail.com,Licensed Type B Family Child Care Home,0,2019-12-16,,,,,Y
1000019316,FORT JENNINGS SCHOOL,#1 MUSKETEER DRIVE,FORT JENNINGS,OH,45844,PUTNAM,419-523-5951,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000019596,FORT LORAMIE SCHOOL,35 ELM ST,FORT LORAMIE,OH,45845,SHELBY,937-497-8155,test@oclqs.org,Licensed School-Based Preschool,3,2012-11-06,,,,,N
1000017693,FORT RECOVERY ELEMENTARY SCHOOL,865 SHARPSBURG RD,FORT RECOVERY,OH,45846,MERCER,419-375-2768,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
2170014595,FORWARD THINKING CARING HEARTS CHILD CARE LLC,1503 S HAWKINS AVE,AKRON,OH,44320,SUMMIT,234-571-5435,caringheartsakron@gmail.com,Licensed Child Care Center,3,2017-05-05,,Shavaune Davis,,,Y
1000019096,FOSTORIA ELEMENTARY SCHOOL,1202 H L FORD DR,FOSTORIA,OH,44830,WOOD,419-436-4135,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2240029326,FOUNDATIONS COMMUNITY CHILDCARE,2330 FORD DRIVE,ASHLAND,OH,44805,ASHLAND,419-654-9299,director@foundationscommunitychildcare.org,Licensed Child Care Center,1,2024-06-23,,Brandy Scheetz,,,Y
401148,FOUNDATIONS LEARNING ACADEMY,4630 LEAP CT,HILLIARD,OH,43026,FRANKLIN,614-971-5074,flahilliard@gmail.com,Licensed Child Care Center,1,2016-05-30,,Jennifer Jones,,,Y
2200021461,FOUNDATIONS OF LEARNING CHILD ENRICHMENT CENTER,12100 BUCKEYE RD,CLEVELAND,OH,44120,CUYAHOGA,216-273-7822,sherellebell@gmail.com,Licensed Child Care Center,0,2020-03-09,,Chantelle Jones,Sherelle Bell,,Y
2240031019,FOUNDATIONS TO GROW ON,30 CIRCLEVILLE AVENUE,ASHVILLE,OH,43103,PICKAWAY,740-983-7157,kgrembowski@villagechapel.org,Licensed Child Care Center,0,2025-02-28,2026-02-27,Kimberly Grembowski,,,N
2250032420,FOUNTAIN OF KNOWLEDGE ACADEMY,3124 BIXBY RD,GROVEPORT,OH,43125,FRANKLIN,614-598-6203,2040fountaina@gmail.com,Licensed Child Care Center,0,2025-08-12,2026-08-11,Olayinka Matilda Boakye Yiadom,,,Y
2200022393,FOUNTAIN OF KNOWLEDGE ACADEMY LLC,2040 OAKLAND PARK DR.,COLUMBUS,OH,43224,FRANKLIN,614-532-1402,2040fountaina@gmail.com,Licensed Child Care Center,1,2020-11-16,,Naomi Joshua,,,Y
400920,FOUNTAIN OF LOVE CHILDCARE,162 NORTON RD,COLUMBUS,OH,43228,FRANKLIN,614-465-9497,carmen.friass@gmail.com,Licensed Type A Family Child Care Home,0,2015-07-27,,CARMEN GARCIA,,,Y
1000019093,FOUR COUNTY CAREER CENTER,22900 STATE ROUTE 34,ARCHBOLD,OH,43502,HENRY,419-267-3331,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000019886,FOX RUN,67670 TRACO DR,SAINT,OH,43950,BELMONT,740-695-2131,test@oclqs.org,Licensed School-Age Child Care,0,2012-10-22,,,,,N
1000019330,FRANK JACINTO ELEMENTARY,2515 MARSHALL AVE,LORAIN,OH,44052,LORAIN,440-960-5800,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000019298,FRANKLIN D. ROOSEVELT,800 LINN DR,CLEVELAND,OH,44108,CUYAHOGA,216-268-8100,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2230028268,FRANKLIN EARLY LEARNING ACADEMY,61 EAST MOUND STREET,COLUMBUS,OH,43215,FRANKLIN,614-586-7599,dpack@creativeplayrooms.com,Licensed Child Care Center,0,2023-12-01,,Lauryn Young,Dionna Burton,,Y
1230027878,FRANKLIN MONROE ELEMENTARY SCHOOL,8591 OAKES RD,ARCANUM,OH,45304,DARKE,937-947-1212,test@oclqs.org,Licensed School-Based Preschool,3,2023-08-23,,,,,Y
1000018192,FRANKLIN PRESCHOOL,350 ARLINGTON DR.,FRANKLIN,OH,45005,WARREN,513-695-2900,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
931570761,"FRANKLIN, CAROLYN",7871 BANKWOOD LN,CINCINNATI,OH,45224,HAMILTON,513-522-9451,carolynandme@fuse.net,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
923730187,"FRANKLIN, LATONYA",252 S ROANOKE AVE,YOUNGSTOWN,OH,44515,MAHONING,234-855-5111,latonyafranklin77@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
935281183,"FRANKLIN, RHONDA",2410 OHIO AVE,YOUNGSTOWN,OH,44504,MAHONING,330-937-2252,rff1258@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
406881,FRAN'S CHILD CARE CENTER AT THE MANSFIELD AREA Y,750 SCHOLL ROAD,MANSFIELD,OH,44907,RICHLAND,419-522-3511,franschildcare@mansfieldy.org,Licensed Child Care Center,2,2000-12-18,,Ashten Vavra,Nicolle Cherry,Alissa Brokaw,Y
1180017401,FRAZEYSBURG ELEMENTARY SCHOOL,120 E 3RD ST,FRAZEYSBURG,OH,43822,MUSKINGUM,,test@oclqs.org,Licensed School-Age Child Care,0,2018-08-23,,,,,N
1190020473,FRAZEYSBURG ELEMENTARY SCHOOL,120 E 3RD ST,FRAZEYSBURG,OH,43822,MUSKINGUM,,test@oclqs.org,Licensed School-Based Preschool,0,2019-08-28,,,,,N
